3405,0,43,21.24,0,57,27,47.2,4.36
3414,0,43,28.09,1,47,1,28.7,4.95
3419,0,43,35.23,0,17,59,12.1,2.04
3455,0,44,11.41,0,10,36,33.4,4.77
3456,0,44,11.92,0,38,25,19.1,5.9
3504,0,44,43.5,1,48,17,3.8,4.48
3559,0,45,28.71,0,12,52,49.1,6.15
3572,0,45,39.11,1,74,59,17.3,5.64
3632,0,46,32.98,1,15,28,32.2,5.36
3675,0,47,1.43,1,11,58,26.2,5.51
3685,0,47,13.56,1,19,34,43.3,6.11
3693,0,47,20.39,1,24,16,2.6,4.08
3697,0,47,23.62,1,6,44,27.5,5.98
3721,0,47,46.02,1,74,50,51.3,5.42
3730,0,47,54.73,1,20,55,31.1,6.51
3760,0,48,17.34,1,7,17,59.7,5.92
3781,0,48,35.12,0,74,55,24.1,5.09
3786,0,48,40.9,1,7,35,6.7,4.44
3801,0,48,49.99,1,50,58,5.5,4.9
3810,0,48,58.71,1,16,56,28.1,5.07
3821,0,49,5.1,1,57,48,59.6,3.46
3881,0,49,48.83,1,41,4,44.2,4.53
3885,0,49,53.11,1,27,42,37.1,5.55
3909,0,50,7.72,0,10,38,37.6,5.17
3949,0,50,41.13,0,50,59,12.9,5.24
4084,0,52,24.51,0,69,30,12.9,6.67
4147,0,53,0.49,0,1,8,39.2,4.78
4257,0,54,17.58,0,8,44,26,6.15
4267,0,54,35.22,1,19,11,18.4,5.8
4288,0,54,58.02,1,23,37,42.4,5.46
4292,0,55,0.19,1,58,58,22.1,4.83
4293,0,55,0.3,0,69,31,37.1,5.45
4366,0,55,58.52,1,27,12,33.7,6.08
4371,0,56,1.51,0,11,15,59.4,5.35
4422,0,56,40.01,1,59,10,52.2,4.62
4427,0,56,42.5,1,60,43,0.3,2.15
4436,0,56,45.1,1,38,29,57.3,3.86
4463,0,57,12.43,1,23,25,3.9,4.4
4510,0,57,50.15,1,28,59,32,5.44
4577,0,58,36.35,0,29,21,26.9,4.3
4587,0,58,43.89,0,11,22,47.8,5.62
4770,1,1,18.23,0,38,54,59.9,5.59
4852,1,2,26.38,0,31,33,7.4,5.5
4889,1,2,49.09,1,31,48,15.6,5.5
4903,1,2,54.28,1,41,20,42.7,5.95
4906,1,2,56.66,1,7,53,24.3,4.27
4914,1,3,2.6,0,4,50,10.9,5.4
4979,1,3,48.96,1,1,22,1,6.06
5074,1,4,52.62,1,5,39,22.7,6.03
5081,1,5,5.35,1,14,56,45.6,5.64
5121,1,5,36.9,0,9,58,45.3,6.09
5131,1,5,40.93,1,21,28,23.6,5.33
5132,1,5,41.68,1,21,27,55.7,5.55
5141,1,5,49.22,1,4,54,31.2,6.35
5144,1,5,51.42,1,4,54,35,7.26
5164,1,6,5.13,0,9,50,21.7,5.58
5165,1,6,5.11,0,46,43,6.6,3.32
5204,1,6,33.62,1,12,57,21.5,6.14
5268,1,7,18.57,0,61,46,30.9,5.36
5296,1,7,46.12,0,9,47,8.1,5.71
5300,1,7,47.83,0,41,29,13,5.21
5310,1,7,57.11,1,20,44,21.6,5.56
5317,1,8,0.72,1,43,56,32.1,5.04
5319,1,8,1.2,1,32,0,43.9,6.23
5336,1,8,12.92,1,54,55,27.2,5.17
5346,1,8,22.34,1,5,39,0.8,5.51
5348,1,8,23.06,0,55,14,45,3.94
5364,1,8,35.26,0,10,10,54.9,3.46
5434,1,9,30.12,1,47,14,30.6,4.26
5447,1,9,43.8,1,35,37,15,2.07
5454,1,9,49.2,1,19,39,30.2,5.57
5485,1,10,11.96,0,8,54,21.7,6.4
5493,1,10,18.85,1,42,4,53.7,5.67
5510,1,10,33.56,1,2,26,44.6,5.97
5518,1,10,39.27,1,68,46,43.3,5.32
5542,1,11,5.93,1,55,8,59.8,4.34
5544,1,11,6.77,1,31,25,29.2,5.15
5550,1,11,10.29,1,37,43,26.9,5.8
5571,1,11,27.19,1,21,2,4.8,4.66
5586,1,11,39.59,1,30,5,23,4.51
5589,1,11,41.37,1,65,1,8,5.57
5594,1,11,43.54,0,2,15,3.7,5.93
5737,1,13,43.8,1,7,34,31.8,5.21
5742,1,13,44.94,1,24,35,1.6,4.67
5743,1,13,45.17,1,7,34,42.2,6.44
5778,1,14,7.65,1,16,8,0.8,5.97
5799,1,14,23.97,0,7,55,24.6,5.14
5824,1,14,42.4,1,6,59,42.7,6.04
5833,1,14,49.18,0,0,58,27.5,5.7
5862,1,15,10.57,0,45,31,55.5,4.97
5896,1,15,45.5,0,68,52,34.5,4.25
5951,1,16,36.35,0,2,30,0.8,5.42
6061,1,17,47.98,1,3,36,52.3,5.13
6193,1,19,27.98,1,27,15,50.7,4.74
6226,1,19,48.29,0,0,30,32.4,5.87
6242,1,20,4.92,1,58,13,53.8,4.95
6312,1,21,5.19,1,64,39,29.5,6.33
6315,1,21,7.35,1,28,44,18.2,5.23
6411,1,22,20.39,1,45,31,43.5,4.87
6429,1,22,34.82,0,0,26,58.7,6.5
6514,1,23,40.56,1,37,42,54,5.6
6537,1,24,1.45,0,8,10,57.9,3.6
6539,1,24,2.43,0,8,0,26.1,6.21
6670,1,25,37.21,0,14,35,55.5,4.9
6686,1,25,48.6,1,60,14,7.5,2.66
6692,1,25,55.9,1,68,7,47.8,4.72
6706,1,26,15.28,1,19,10,20.4,5.35
6732,1,26,41.65,1,19,14,26,5.5
6748,1,26,51.56,0,13,3,23.5,5.51
6813,1,27,39.09,1,45,24,25,4.83
6867,1,28,21.94,0,43,19,3.8,3.41
6960,1,29,36.1,0,21,37,45.6,5.11
6981,1,29,52.83,1,18,21,20.4,6.01
6999,1,30,6.1,1,47,0,26.6,5.27
7007,1,30,10.94,1,6,8,38.2,4.84
7078,1,31,13.52,1,70,15,53.2,5.82
7083,1,31,14.98,0,49,4,23.1,3.93
7097,1,31,28.99,1,15,20,45,3.62
7294,1,33,55.93,1,59,13,55.5,4.68
7345,1,34,37.72,0,15,40,34.9,5.62
7436,1,35,46.44,1,14,39,41.2,6.23
7450,1,35,58.96,0,15,24,0.8,5.41
7463,1,36,8.43,0,29,54,26.8,5.69
7513,1,36,47.98,1,41,24,23,4.1
7535,1,37,5.96,1,12,8,29.4,5.54
7588,1,37,42.75,0,57,14,12,0.45
7607,1,37,59.5,1,48,37,42.6,3.59
7650,1,38,30.94,1,73,2,24.3,5.28
7719,1,39,21.02,1,44,23,10.1,5.01
7740,1,39,40.77,1,16,24,21.2,5.98
7751,1,39,47.24,0,56,11,47.2,5.76
7818,1,40,34.8,1,40,34,37.6,4.96
7879,1,41,21.29,0,79,8,53.7,6.33
7884,1,41,25.91,1,5,29,15.4,4.45
7955,1,42,8.65,0,32,19,36.7,5.25
7965,1,42,20.44,1,68,2,35,5.57
7978,1,42,29.15,0,53,44,26.1,5.52
7981,1,42,29.95,1,20,16,12.5,5.24
8016,1,42,55.73,1,70,37,21.2,5.18
8046,1,43,19.74,1,60,33,4.9,5.78
8068,1,43,39.62,1,50,41,19.6,4.01
8102,1,44,5.13,0,15,56,22.4,3.49
8159,1,44,55.85,1,20,5,0.3,6.27
8198,1,45,23.59,1,9,9,27.5,4.26
8209,1,45,38.65,0,25,3,8.8,5.29
8241,1,46,6.14,0,53,31,19.9,5.04
8366,1,47,46.69,0,80,10,34.2,6.05
8387,1,48,10.9,1,16,57,20.3,5.86
8497,1,49,35.19,0,10,41,10.3,4.66
8544,1,50,8.58,1,22,16,31.3,5.83
8645,1,51,27.61,0,10,20,5.8,3.74
8704,1,51,59.31,1,55,8,50.7,5.53
8714,1,52,9.35,1,50,47,34.3,5.7
8796,1,53,4.9,1,29,34,45.8,3.42
8814,1,53,17.35,1,40,43,47.3,5.42
8832,1,53,31.77,1,19,17,38.7,3.88
8833,1,53,33.34,1,3,11,14.9,4.61
8837,1,53,38.82,0,46,18,8.8,4.39
8882,1,54,22.06,0,42,29,48.8,5.12
8886,1,54,23.68,1,63,40,12.5,3.35
8903,1,54,38.35,1,20,48,29.9,2.64
8928,1,54,56.01,0,67,38,50.9,4.68
8991,1,55,50.25,0,78,20,55.2,6.15
8993,1,55,51.03,1,23,34,38.4,5.76
9007,1,55,56.83,0,51,36,34.5,3.69
9009,1,56,0,1,68,41,7,4.97
9021,1,56,9.23,1,37,15,6.5,5.69
9061,1,56,40.16,0,22,31,36.2,4.92
9110,1,57,21.03,1,17,49,3.3,5.09
9153,1,57,55.78,1,23,35,45.9,4.79
9222,1,58,33.5,1,49,12,15.3,5.7
9236,1,58,45.87,0,61,34,11.7,2.86
9326,1,59,46.19,0,20,49,28.5,5.43
9347,2,0,0.22,0,21,4,40,3.99
9353,2,0,9.02,1,3,5,51.5,5.89
9440,2,1,14.8,0,30,0,5.6,5.34
9459,2,1,42.4,0,44,42,48.2,5.15
9480,2,1,57.55,1,70,54,25.4,4.49
9487,2,2,2.8,1,2,45,49.5,3.82
9505,2,2,18.07,1,54,29,15.2,4.99
9564,2,2,52.49,1,64,54,5.4,6
9570,2,2,57.97,1,33,17,2.9,5.5
9573,2,3,0.19,1,64,23,24.1,5.59
9589,2,3,11.61,1,0,7,42.4,5.42
9598,2,3,26.19,1,72,25,16.5,3.95
9621,2,3,39.26,1,25,56,7.6,5.64
9631,2,3,48.12,0,0,20,24.5,5.96
9640,2,3,53.92,1,42,19,47.5,2.1
9677,2,4,29.43,0,29,17,48.6,4.68
9727,2,5,7.05,1,77,16,53.2,5.27
9763,2,5,31.58,1,76,6,54.4,5.22
9836,2,6,33.91,1,22,38,54.3,5.03
9859,2,6,49.22,1,25,42,16.5,6.01
9884,2,7,10.29,1,23,27,46,2.01
9977,2,8,29.15,1,37,51,33.1,4.78
10053,2,9,25.29,1,25,56,23.9,4.98
10064,2,9,32.52,1,34,59,14.6,3
10155,2,10,37.54,1,19,30,1.5,5.68
10176,2,10,52.83,1,39,2,22.5,6.09
10180,2,10,53.67,1,39,2,36,6.82
10203,2,11,12.06,1,25,56,13,6.01
10212,2,11,21.16,1,8,34,12.3,5.64
10220,2,11,25,1,31,31,35.1,6.24
10227,2,11,29.19,1,57,38,44,6.38
10234,2,11,35.84,0,1,49,31.3,5.94
10280,2,12,22.32,1,30,18,11.6,4.94
10305,2,12,47.32,0,2,23,36.5,5.65
10306,2,12,47.98,1,21,12,39.5,5.23
10320,2,12,54.46,0,30,43,25.8,5.27
10324,2,13,0.01,1,8,50,48.3,4.36
10328,2,13,3.25,1,15,16,47.7,5.72
10340,2,13,13.34,1,44,13,54.1,4.84
10366,2,13,36.02,1,51,3,58.4,5.31
10418,2,14,14.5,0,67,50,29.6,5.57
10438,2,14,29.1,1,66,31,28,6.05
10513,2,15,28.56,0,67,44,46.8,5.67
10535,2,15,42.83,1,25,2,35.7,5.57
10540,2,15,45.94,1,25,46,59.2,5.79
10559,2,15,56.3,1,33,21,32.3,5.25
10602,2,16,30.5,0,51,30,43.6,3.56
10642,2,16,58.99,0,6,25,18.7,5.51
10644,2,17,2.42,1,34,13,29.4,4.84
10670,2,17,18.84,1,33,50,50.4,4.03
10718,2,17,59.82,1,57,53,59.3,5.75
10729,2,18,4.6,1,57,30,58.8,5.99
10732,2,18,7.55,1,19,54,4.2,5.58
10793,2,18,56.99,1,28,38,33.6,5.29
10819,2,19,16.85,1,47,22,48,5.31
10826,2,19,20.79,0,2,58,37.4,6.47
10944,2,20,58.17,1,50,9,5.5,5.57
11001,2,21,45.02,0,68,39,33.9,4.08
11021,2,21,56.64,1,0,23,44.5,5.29
11046,2,22,12.41,0,0,53,5.1,5.42
11060,2,22,21.43,1,55,50,44.4,5.16
11072,2,22,32.42,0,23,48,58.7,5.19
11095,2,22,52.47,0,73,38,45,5.99
11220,2,24,24.89,1,50,0,23.9,5.19
11249,2,24,49.04,1,10,36,38.2,5.48
11258,2,24,53.99,0,60,18,41.9,5.36
11261,2,24,58.39,0,2,46,48.1,6.34
11279,2,25,16.03,1,56,36,35.4,6.25
11313,2,25,37.4,1,50,16,43.2,4.73
11345,2,25,57.01,0,12,17,25.6,4.88
11407,2,26,59.1,0,47,42,13.8,4.24
11432,2,27,27.79,1,31,48,4.9,5.55
11465,2,27,51.75,1,50,34,12.7,6.16
11477,2,28,1.69,0,33,48,39.8,5.13
11484,2,28,9.52,1,8,27,36.3,4.3
11486,2,28,9.99,1,29,40,10.3,5.29
11548,2,28,48.54,1,29,55,53.7,5.89
11569,2,29,3.99,1,67,24,8.6,4.46
11678,2,30,38.37,1,19,51,19.4,6.14
11698,2,30,54.38,1,17,42,14.6,6.21
11757,2,31,40.12,0,79,6,33.3,5.27
11767,2,31,47.08,1,89,15,50.9,1.97
11783,2,32,5.28,0,15,14,39.6,4.74
11784,2,32,6.14,1,36,8,50,5.15
11791,2,32,9.44,0,1,2,5.3,5.36
11843,2,32,54.15,1,15,2,4.1,6
11867,2,33,7.04,0,34,38,59.7,5.91
11918,2,33,50.71,0,28,13,56.4,4.96
12002,2,34,42.59,0,7,51,33.4,5.74
12086,2,35,46.8,1,34,41,15.7,5.38
12093,2,35,52.49,1,5,35,35.9,4.87
12107,2,36,0.07,0,7,49,53.2,5.53
12122,2,36,9.28,0,30,2,41.9,5.74
12153,2,36,37.75,1,12,26,52.2,5.64
12184,2,36,57.64,1,24,38,53.1,7.1
12186,2,36,58.62,0,34,34,38.4,5.78
12189,2,37,0.44,1,24,38,50.1,6.48
12225,2,37,24.26,0,52,32,35.1,5.3
12247,2,37,41.78,0,3,23,45.8,5.65
12288,2,38,18.6,0,30,11,38,5.84
12332,2,38,49,1,21,57,41.2,5.45
12387,2,39,28.95,1,0,19,42.7,4.08
12390,2,39,33.73,0,11,52,17.7,4.83
12394,2,39,35.22,0,68,16,1,4.12
12413,2,39,47.92,0,42,53,29.9,4.74
12484,2,40,39.58,0,54,32,59.7,5.21
12486,2,40,39.93,0,39,51,19.1,4.11
12489,2,40,41.03,1,27,3,39.6,5.3
12530,2,41,13.87,0,0,41,43.3,5.72
12623,2,42,14.93,1,40,11,39.8,4.91
12640,2,42,21.92,1,20,0,41.7,5.74
12653,2,42,33.16,0,50,48,3,5.4
12692,2,43,2.8,1,55,6,21.9,5.76
12706,2,43,18.12,1,3,14,10.2,3.47
12719,2,43,27.11,1,27,42,25.8,4.65
12768,2,44,5.16,1,44,17,49.4,5.43
12770,2,44,7.35,0,13,51,31.2,4.24
12777,2,44,11.69,1,49,13,43.2,4.1
12784,2,44,19.09,1,17,45,50.5,6.4
12803,2,44,32.97,1,15,18,42.8,5.78
12828,2,44,56.37,1,10,6,51.2,4.27
12832,2,44,57.51,1,12,26,45.5,5.17
12843,2,45,5.98,0,18,34,21.5,4.47
12871,2,45,27.45,0,63,42,16.3,5.73
12876,2,45,32.53,0,67,37,0.2,4.83
13040,2,47,33.78,0,35,33,1.9,6.51
13061,2,47,54.44,1,29,14,50.7,4.52
13108,2,48,32.06,1,18,17,1.9,5.83
13141,2,49,1.37,0,62,48,23.7,5.25
13147,2,49,5.36,0,32,24,22.6,4.45
13165,2,49,17.56,1,17,27,51.6,5.26
13197,2,49,50.99,0,24,33,36,6.14
13202,2,49,54.15,0,27,56,31.3,5.39
13209,2,49,58.99,1,27,15,38.8,3.61
13225,2,50,14.75,0,35,50,37.3,5.92
13244,2,50,28.54,0,75,4,0.8,4.76
13254,2,50,34.91,1,38,19,8.1,4.22
13265,2,50,40.4,0,35,40,32.6,5.48
13268,2,50,41.79,1,55,53,43.9,3.77
13288,2,51,2.35,0,21,0,14.3,4.76
13327,2,51,29.57,1,15,4,55.7,5.52
13328,2,51,30.83,1,35,3,35.6,4.56
13473,2,53,34.35,0,38,26,13.5,5.93
13490,2,53,42.58,1,38,20,15.6,5.34
13531,2,54,15.46,1,52,45,45,3.93
13654,2,55,48.5,1,18,19,54,5.76
13701,2,56,25.6,0,8,53,51.4,3.89
13702,2,56,25.98,1,18,1,25.1,5.58
13775,2,57,17.28,1,31,56,3.5,5.1
13782,2,57,23.7,0,23,51,43.5,5.44
13834,2,58,5.08,1,20,40,7.7,5.8
13835,2,58,5.69,0,23,36,22.1,5.82
13847,2,58,15.72,0,40,18,17,2.88
13879,2,58,45.65,1,39,39,46.2,4.68
13884,2,58,47.77,0,64,4,16.7,4.98
13905,2,59,3.71,1,35,10,59.2,4.94
13914,2,59,12.73,1,21,20,25.6,4.63
13942,2,59,36.07,0,25,16,27.6,5.69
13951,2,59,41.16,0,2,27,53.6,5.56
13954,2,59,42.9,1,8,54,26.6,4.71
14040,3,0,50.88,0,2,52,43.1,6.11
14060,3,1,9.97,0,7,39,46.2,5.75
14086,3,1,37.45,0,28,5,25.7,5.88
14109,3,1,54.15,1,26,27,44.4,5.91
14131,3,2,15.4,0,71,54,9,5.51
14135,3,2,16.78,1,4,5,23.7,2.54
14143,3,2,22.51,1,4,21,10.3,5.62
14146,3,2,23.59,0,23,37,27.6,4.08
14168,3,2,42.26,0,7,41,7.7,5.32
14240,3,3,36.9,0,59,44,15.4,5.12
14293,3,4,16.48,0,7,36,3.2,5.26
14328,3,4,47.79,1,53,30,23.2,2.91
14354,3,5,10.5,1,38,50,25.9,3.32
14376,3,5,26.69,1,25,15,18.7,5.45
14382,3,5,32.43,1,56,42,20,4.77
14514,3,7,25.69,1,17,52,47.9,6.13
14576,3,8,10.13,1,40,57,20.3,2.09
14586,3,8,21.09,1,18,47,42.3,6.24
14632,3,9,2.88,1,49,36,48.6,4.05
14668,3,9,29.63,1,44,51,28.4,3.79
14677,3,9,36.73,1,29,4,37.6,5.74
14817,3,11,17.4,1,39,36,41.7,4.61
14838,3,11,37.67,1,19,43,36.1,4.35
14879,3,12,4.28,0,28,59,20.8,3.8
14893,3,12,14.24,1,27,15,25.2,5.78
14954,3,12,46.32,0,1,11,45.4,5.07
15110,3,14,54.11,1,21,2,40.7,4.87
15197,3,15,50.03,0,8,49,11.4,4.8
15201,3,15,57.36,0,77,23,19,5.51
15244,3,16,35.77,0,9,9,17.1,6.14
15330,3,17,44.47,0,62,34,36.8,5.53
15338,3,17,47.33,1,44,1,30.3,5.49
15371,3,18,11.14,0,62,30,28.6,5.24
15382,3,18,22.1,0,22,30,40.1,4.86
15383,3,18,22.28,0,0,55,48.5,5.62
15404,3,18,37.72,1,50,13,20,5.16
15444,3,19,7.62,1,50,5,42.1,5.05
15457,3,19,21.54,1,3,22,11.9,4.84
15474,3,19,30.97,0,21,45,28.6,3.7
15510,3,19,53.22,0,43,4,17.6,4.26
15514,3,19,55.81,1,27,4,16.7,5.91
15557,3,20,25.57,1,25,39,46.7,6.14
15619,3,21,6.77,1,3,40,32.5,5.7
15627,3,21,13.61,1,21,8,49.7,5.27
15648,3,21,26.61,1,43,19,46.7,4.96
15696,3,22,11.89,1,27,36,27.3,5.55
15737,3,22,45.27,1,20,44,31.6,5.1
15861,3,24,18.46,1,24,43,27.1,5.5
15863,3,24,19.35,1,49,51,40.5,1.79
15870,3,24,26.11,1,20,48,12.6,6.07
15900,3,24,48.84,1,9,1,44.6,3.61
15987,3,25,55.82,0,35,55,15.1,6.39
16083,3,27,10.12,1,9,43,58,3.73
16112,3,27,33.37,0,35,40,52.8,5.71
16156,3,28,11.5,0,35,51,12.3,6.49
16181,3,28,26.57,1,22,48,15.4,6.03
16244,3,29,22.03,1,49,30,32.5,4.67
16245,3,29,22.19,0,62,56,18.4,4.71
16322,3,30,24.48,1,11,20,11.3,5.14
16335,3,30,34.48,1,47,59,42.6,4.36
16341,3,30,37.05,0,5,4,30.6,4.74
16369,3,30,52.37,1,12,56,12.1,4.14
16499,3,32,26.3,1,46,3,25.4,5.3
16511,3,32,35.93,1,9,22,24.8,5.76
16537,3,32,56.42,0,9,27,29.9,3.72
16611,3,33,47.25,0,21,37,58.1,4.26
16664,3,34,26.62,1,24,27,52.1,5.95
16803,3,36,17.39,0,17,28,1.3,5.24
16826,3,36,29.36,1,48,11,33.7,4.32
16852,3,36,52.52,1,0,24,10.2,4.29
16859,3,36,58.03,1,23,12,40,6.72
16870,3,37,5.68,0,40,16,28.2,4.57
17007,3,38,47.66,0,27,56,35.2,6.01
17027,3,39,1.13,0,5,37,32.5,5.97
17103,3,39,51.14,1,3,3,24.6,5.55
17167,3,40,38.33,0,5,12,38.5,5.53
17181,3,40,46.3,1,25,19,46.3,6.11
17304,3,42,14.9,0,31,56,18.2,4.99
17309,3,42,18.94,1,19,42,1,5.68
17313,3,42,22.64,1,33,57,54.1,4.97
17351,3,42,50.12,0,37,18,48,4.59
17358,3,42,55.48,1,47,47,15.6,3.01
17378,3,43,14.96,0,9,45,54.7,3.52
17408,3,43,47.14,1,19,39,54.6,6.13
17440,3,44,11.55,0,64,48,25.5,3.84
17448,3,44,19.13,1,32,17,17.8,3.84
17457,3,44,30.51,0,1,9,47.1,5.24
17489,3,44,48.2,1,24,17,22.5,5.45
17499,3,44,52.52,1,24,6,48.4,3.72
17506,3,44,56.46,0,0,17,48.2,5.56
17527,3,45,9.73,1,24,50,21.7,5.66
17529,3,45,11.64,1,42,34,42.8,3.77
17531,3,45,12.48,1,24,28,2.6,4.3
17563,3,45,40.43,1,6,3,0.1,5.34
17573,3,45,49.59,1,24,22,4.3,3.87
17579,3,45,54.46,1,24,33,16.6,5.76
17588,3,46,2.89,1,24,31,40.8,6.43
17593,3,46,8.5,0,12,6,6.2,4.43
17608,3,46,19.56,1,23,56,54.5,4.14
17618,3,46,27.42,0,29,20,17.4,5.91
17651,3,46,50.99,0,23,14,54.4,4.22
17678,3,47,14.23,0,74,14,21.3,3.26
17702,3,47,29.06,1,24,6,18.9,2.85
17717,3,47,39.62,0,23,52,29.3,5.24
17738,3,47,56.02,0,30,10,2.4,5.52
17771,3,48,16.25,1,11,8,36.1,5.08
17847,3,49,9.73,1,24,3,12.7,3.62
17851,3,49,11.2,1,24,8,12.6,5.05
17874,3,49,27.28,0,36,12,0.4,4.17
17886,3,49,32.7,1,33,5,29,5.14
17959,3,50,21.48,1,71,19,56.5,4.59
18089,3,52,0.22,1,6,32,5.7,5.66
18141,3,52,41.65,0,5,21,40.5,5.48
18213,3,53,38.92,0,34,43,56.3,5.11
18216,3,53,42.68,0,24,36,44,4.64
18246,3,54,7.92,1,31,53,1.2,2.84
18255,3,54,17.49,0,2,57,17,4.46
18453,3,56,36.44,1,50,41,44.5,5.28
18471,3,56,52.03,1,22,28,41.7,5.62
18485,3,57,3.8,1,23,10,32.1,6.05
18532,3,57,51.22,1,40,0,37,2.9
18543,3,58,1.73,0,13,30,29.7,2.97
18597,3,58,44.74,0,61,24,0.5,4.56
18614,3,58,57.9,1,35,47,27.7,3.98
18673,3,59,55.48,0,24,0,58.5,4.62
18724,4,0,40.82,1,12,29,25.4,3.41
18744,4,0,53.81,0,62,9,33.7,4.48
18772,4,1,18.07,0,61,4,44.6,4.97
18788,4,1,32.03,0,1,32,58.7,5.28
18907,4,3,9.38,1,5,59,21.5,3.91
18957,4,3,44.6,1,5,26,8.3,5.32
19009,4,4,21.67,1,24,6,21.7,5.46
19038,4,4,41.66,1,22,4,55.4,4.36
19076,4,5,20.15,1,22,0,33.2,5.9
19167,4,6,35.06,1,50,21,4.9,4.25
19171,4,6,36.4,1,27,36,0.1,5.18
19205,4,7,0.52,1,29,0,4.6,5.21
19302,4,8,15.46,1,37,43,40.7,6.07
19335,4,8,36.49,1,38,2,24.8,5.52
19343,4,8,39.67,1,47,42,45.3,3.96
19388,4,9,9.9,1,19,36,33.5,5.51
19483,4,10,22.52,0,6,55,25.8,5.44
19513,4,10,49.88,1,26,28,51.7,5.39
19515,4,10,50.43,0,41,59,37.5,4.93
19554,4,11,20.2,1,5,31,22.9,5.71
19587,4,11,51.93,0,6,50,16,4.04
19719,4,13,33.11,1,7,42,57.7,5.29
19740,4,13,56.39,1,9,15,50,4.84
19747,4,14,0.08,0,42,17,37.9,3.85
19777,4,14,23.69,0,10,15,21.2,4.87
19780,4,14,25.43,0,62,28,26.3,3.33
